func,classification,score
lubridate,evaluation,0.08333333333333333
lubridate,setup,0.08333333333333333
m1,evaluation,0.3333333333333333
m1,exploratory,0.3333333333333333
m1,modeling,0.3333333333333333
m2,data cleaning,1
m3,data cleaning,1
mad,modeling,0.5
mad,evaluation,0.3333333333333333
mad,data cleaning,0.16666666666666666
main,setup,0.5
main,modeling,0.3333333333333333
main,exploratory,0.16666666666666666
mainPanel,communication,0.6666666666666666
mainPanel,setup,0.14285714285714285
mainPanel,exploratory,0.09523809523809523
mainPanel,import,0.09523809523809523
make,evaluation,0.5
make,visualization,0.5
make_grid,exploratory,0.6666666666666666
make_grid,modeling,0.3333333333333333
make_model_data,modeling,0.8888888888888888
make_model_data,exploratory,0.1111111111111111
make_model_name,data cleaning,0.6666666666666666
make_model_name,modeling,0.3333333333333333
make_visual,visualization,0.8571428571428571
make_visual,data cleaning,0.07142857142857142
make_visual,setup,0.07142857142857142
make_visual_PID,data cleaning,1
make.names,data cleaning,1
MakeBetterEventTable,import,1
makeCluster,modeling,1
makeDissimByPredicate,data cleaning,1
manova,exploratory,1
map,data cleaning,0.453125
map,export,0.1875
map,communication,0.109375
map,import,0.09375
map,visualization,0.0625
map,evaluation,0.03125
map,exploratory,0.03125
map,modeling,0.03125
map_chr,data cleaning,0.6
map_chr,communication,0.2
map_chr,exploratory,0.2
map_dbl,data cleaning,0.5625
map_dbl,communication,0.1875
map_dbl,modeling,0.1875
map_dbl,evaluation,0.0625
map_dfr,visualization,1
map_lgl,modeling,1
map2,modeling,1
map2_chr,data cleaning,1
map2_dbl,modeling,1
mapply,data cleaning,0.6666666666666666
mapply,export,0.3333333333333333
mapvalues,data cleaning,0.8571428571428571
mapvalues,modeling,0.14285714285714285
match,data cleaning,0.9428571428571428
match,import,0.05714285714285714
matches,setup,1
matching_cases,exploratory,0.75
matching_cases,communication,0.25
matrix,data cleaning,0.3333333333333333
matrix,setup,0.20512820512820512
matrix,import,0.16666666666666666
matrix,modeling,0.1282051282051282
matrix,visualization,0.08974358974358974
matrix,exploratory,0.05128205128205128
matrix,evaluation,0.02564102564102564
matrixStats,data cleaning,0.7142857142857143
matrixStats,modeling,0.2857142857142857
max,exploratory,0.3568075117370892
max,data cleaning,0.215962441314554
max,evaluation,0.19248826291079812
max,visualization,0.1596244131455399
max,modeling,0.051643192488262914
max,setup,0.018779342723004695
max,export,0.004694835680751174
mclapply,modeling,0.75
mclapply,evaluation,0.25
mcmc,evaluation,1
mcp,evaluation,0.4
mcp,exploratory,0.4
mcp,modeling,0.2
MCplotter,visualization,1
mds,modeling,1
mds_Aordinal,exploratory,1
mds_feelings_Aordinal,exploratory,1
mds_hunger_Aordinal,modeling,1
mds_thinking_Aordinal,evaluation,1
mds.sol,evaluation,0.5
mds.sol,modeling,0.5
mean,data cleaning,0.2972027972027972
mean,modeling,0.24475524475524477
mean,exploratory,0.2062937062937063
mean,evaluation,0.11188811188811189
mean,setup,0.06993006993006994
mean,communication,0.04195804195804196
mean,visualization,0.024475524475524476
mean,import,0.0034965034965034965
mean.circular,data cleaning,0.6666666666666666
mean.circular,modeling,0.3333333333333333
median,data cleaning,0.43478260869565216
median,modeling,0.2608695652173913
median,exploratory,0.21739130434782608
median,evaluation,0.08695652173913043
melt,data cleaning,0.5846153846153846
melt,import,0.26153846153846155
melt,visualization,0.09230769230769231
melt,exploratory,0.046153846153846156
melt,setup,0.015384615384615385
memoise,import,1
memoReg,data cleaning,1
merge,data cleaning,0.7450980392156863
merge,modeling,0.0784313725490196
merge,evaluation,0.06862745098039216
merge,visualization,0.049019607843137254
merge,exploratory,0.0196078431372549
merge,setup,0.0196078431372549
merge,communication,0.00980392156862745
merge,import,0.00980392156862745
message,communication,0.9459459459459459
message,data cleaning,0.02702702702702703
message,exploratory,0.02702702702702703
MH.plot,visualization,1
mice,data cleaning,1
microglialException,setup,1
min,exploratory,0.4451219512195122
min,evaluation,0.25609756097560976
min,data cleaning,0.1524390243902439
min,modeling,0.07317073170731707
min,visualization,0.04878048780487805
min,setup,0.024390243902439025
min.max.model,modeling,0.6666666666666666
min.max.model,setup,0.3333333333333333
model_run,setup,1
model.matrix,modeling,0.75
model.matrix,visualization,0.25
month,data cleaning,1
moving_average,exploratory,1
mtext,visualization,1
multiplot,visualization,1
multiplot_mod,visualization,1
mutate,data cleaning,0.7315634218289085
mutate,modeling,0.07669616519174041
mutate,exploratory,0.05309734513274336
mutate,evaluation,0.0471976401179941
mutate,visualization,0.04424778761061947
mutate,import,0.035398230088495575
mutate,setup,0.011799410029498525
muted,import,1
mvrnorm,setup,1
myCenter,evaluation,0.75
myCenter,exploratory,0.25
myglm,modeling,1
MySQL,import,1
n,data cleaning,0.5
n,exploratory,0.4090909090909091
n,evaluation,0.045454545454545456
n,modeling,0.045454545454545456
n_distinct,data cleaning,1
na.omit,data cleaning,0.8571428571428571
na.omit,modeling,0.14285714285714285
names,data cleaning,0.6513761467889908
names,setup,0.07339449541284404
names,exploratory,0.05198776758409786
names,import,0.05198776758409786
names,evaluation,0.045871559633027525
names,modeling,0.039755351681957186
names,visualization,0.03669724770642202
names,communication,0.03363914373088685
names,export,0.01529051987767584
navbarMenu,communication,1
navbarPage,communication,0.5714285714285714
navbarPage,exploratory,0.14285714285714285
navbarPage,import,0.14285714285714285
navbarPage,setup,0.14285714285714285
nc_open,import,1
nchar,data cleaning,1
ncol,data cleaning,0.5
ncol,exploratory,0.15625
ncol,setup,0.125
ncol,communication,0.046875
ncol,evaluation,0.046875
ncol,import,0.046875
ncol,modeling,0.046875
ncol,export,0.015625
ncol,visualization,0.015625
NCOL,data cleaning,0.5
NCOL,import,0.5
ncvar_add,data cleaning,1
ncvar_def,data cleaning,1
ncvar_get,data cleaning,1
ncvar_put,data cleaning,1
nest,modeling,0.6666666666666666
nest,import,0.3333333333333333
new,data cleaning,0.65
new,evaluation,0.2
new,exploratory,0.15
new.env,setup,0.8571428571428571
new.env,visualization,0.14285714285714285
newbinplot,evaluation,0.5
newbinplot,visualization,0.5
newCountDataSet,data cleaning,0.5
newCountDataSet,modeling,0.5
newSCESet,exploratory,0.5
newSCESet,import,0.5
next,data cleaning,0.6666666666666666
next,modeling,0.3333333333333333
nodeRenderInfo,visualization,0.75
nodeRenderInfo,evaluation,0.25
normal,import,1
normalize,import,1
normalize_medu,exploratory,0.5
normalize_medu,import,0.5
normalizePath,setup,1
nPop,exploratory,1
npyLoad,modeling,1
nrow,data cleaning,0.38073394495412843
nrow,evaluation,0.1559633027522936
nrow,exploratory,0.15137614678899083
nrow,modeling,0.11926605504587157
nrow,visualization,0.06422018348623854
nrow,communication,0.04128440366972477
nrow,setup,0.03669724770642202
nrow,import,0.027522935779816515
nrow,export,0.022935779816513763
NROW,data cleaning,0.5
NROW,evaluation,0.5
NTS,modeling,1
num_id_matches,exploratory,1
numeric,evaluation,0.5555555555555556
numeric,setup,0.4444444444444444
numericInput,setup,1
object.size,exploratory,0.6666666666666666
object.size,modeling,0.3333333333333333
ogbox,data cleaning,1
one_of,modeling,1
oneway.test,data cleaning,0.3333333333333333
oneway.test,evaluation,0.3333333333333333
oneway.test,modeling,0.3333333333333333
OptionParser,modeling,1
options,setup,0.7931034482758621
options,data cleaning,0.06896551724137931
options,import,0.06896551724137931
options,evaluation,0.034482758620689655
options,exploratory,0.034482758620689655
or_table,communication,1
order,data cleaning,0.54
order,evaluation,0.14
order,exploratory,0.14
order,modeling,0.08
order,visualization,0.06
order,communication,0.02
order,setup,0.02
ordered,data cleaning,0.5
ordered,evaluation,0.5
ordiellipse,visualization,1
osfr,import,0.5
osfr,setup,0.5
output_url,import,1
p,visualization,0.7142857142857143
p,import,0.14285714285714285
p,communication,0.07142857142857142
p,evaluation,0.07142857142857142
p_install_gh,setup,1
p_load,setup,0.5714285714285714
p_load,import,0.42857142857142855
p.adjust,modeling,0.75
p.adjust,data cleaning,0.25
p1,visualization,0.6
p1,exploratory,0.4
packageVersion,setup,1
pacman,setup,0.8571428571428571
pacman,import,0.14285714285714285
pairs,exploratory,1
pairscor.fnc,exploratory,1
pandoc,export,0.75
pandoc,communication,0.25
par,visualization,0.632
par,setup,0.12
par,data cleaning,0.088
par,exploratory,0.048
par,import,0.04
par,modeling,0.032
par,communication,0.016
par,export,0.016
par,evaluation,0.008
parallel,setup,0.5384615384615384
parallel,modeling,0.15384615384615385
parallel,data cleaning,0.07692307692307693
parallel,evaluation,0.07692307692307693
parallel,exploratory,0.07692307692307693
parallel,import,0.07692307692307693
parameterBounds,setup,1
parameterizedRandomizationDistribution,modeling,0.5
parameterizedRandomizationDistribution,setup,0.3333333333333333
parameterizedRandomizationDistribution,evaluation,0.16666666666666666
parse,evaluation,0.4
parse,import,0.4
parse,communication,0.2
parse_args,modeling,1
parse.gctx,import,1
ParseConfig,setup,1
participation_plots,visualization,1
past,data cleaning,1
paste,data cleaning,0.19076923076923077
paste,export,0.18153846153846154
paste,import,0.18153846153846154
paste,setup,0.1476923076923077
paste,visualization,0.11076923076923077
paste,communication,0.07076923076923076
paste,evaluation,0.04
paste,modeling,0.04
paste,exploratory,0.036923076923076927
Paste,data cleaning,0.75
Paste,export,0.25
paste0,import,0.3547794117647059
paste0,setup,0.16911764705882354
paste0,export,0.15441176470588236
paste0,data cleaning,0.1488970588235294
paste0,visualization,0.10294117647058823
paste0,communication,0.03676470588235294
paste0,evaluation,0.022058823529411766
paste0,modeling,0.007352941176470588
paste0,exploratory,0.003676470588235294
path_file,import,0.5
path_file,setup,0.5
path.expand,setup,1
pb,data cleaning,1
pbd_Bayes,modeling,1
pbd_ML,evaluation,0.5
pbd_ML,modeling,0.5
pca_A2,evaluation,0.5
pca_A2,modeling,0.5
pca_A2_rot,evaluation,0.5
pca_A2_rot,modeling,0.5
pchisq,evaluation,1
pctiles_vitd,exploratory,1
pData,data cleaning,0.375
pData,import,0.25
pData,modeling,0.25
pData,visualization,0.125
pdf,export,0.7411764705882353
pdf,visualization,0.1411764705882353
pdf,communication,0.03529411764705882
pdf,setup,0.03529411764705882
pdf,data cleaning,0.023529411764705882
pdf,exploratory,0.023529411764705882
pe,exploratory,0.5
pe,modeling,0.5
peak,data cleaning,0.5
peak,exploratory,0.5
peak1,export,1
peakHeatmap,visualization,1
peEdgeRenderInfo,visualization,0.75
peEdgeRenderInfo,evaluation,0.25
peNodeRenderInfo,visualization,0.75
peNodeRenderInfo,evaluation,0.25
Percent,data cleaning,0.75
Percent,export,0.25
performance,modeling,1
perl,exploratory,0.3333333333333333
perl,import,0.3333333333333333
perl,setup,0.3333333333333333
pf,evaluation,0.8
pf,modeling,0.2
pgas,import,0.5
pgas,modeling,0.5
pheatmap,visualization,1
pkgconfig,setup,1
plasma,setup,1
plm,modeling,0.75
plm,import,0.25
plm.data,data cleaning,1
plot,visualization,0.9254385964912281
plot,communication,0.017543859649122806
plot,modeling,0.017543859649122806
plot,data cleaning,0.013157894736842105
plot,evaluation,0.008771929824561403
plot,export,0.008771929824561403
plot,setup,0.008771929824561403
plot_cp,visualization,0.9
plot_cp,export,0.1
plot_grid,visualization,1
plot_india,exploratory,0.5
plot_india,visualization,0.5
plot_prop,visualization,1
plot_raw,visualization,1
plot_us,visualization,1
plot.clust,visualization,1
plot.goterm,visualization,1
plot.gtex.top2pcs,exploratory,0.5
plot.gtex.top2pcs,visualization,0.5
plot.wp,visualization,1
plot3dHairballs,visualization,1
plot3dProbe,evaluation,0.5
plot3dProbe,visualization,0.5
plotAnnoBar,visualization,1
plotAnnoPie,visualization,1
plotAvgProf,visualization,1
plotDendroAndColors,visualization,1
plotDistToTSS,visualization,1
plotExpression,visualization,1
plotHighestExprs,visualization,1
plotlyOutput,communication,0.7272727272727273
plotlyOutput,import,0.18181818181818182
plotlyOutput,setup,0.09090909090909091
plotmeans,exploratory,1
plotMetadata,communication,0.25
plotMetadata,data cleaning,0.25
plotMetadata,exploratory,0.25
plotMetadata,visualization,0.25
plotOutput,communication,0.72
plotOutput,import,0.12
plotOutput,exploratory,0.08
plotOutput,setup,0.08
plotPCA,visualization,0.6470588235294118
plotPCA,import,0.17647058823529413
plotPCA,modeling,0.17647058823529413
plotQC,visualization,0.7058823529411765
plotQC,import,0.17647058823529413
plotQC,modeling,0.11764705882352941
plotVioBox,visualization,1
plyr,data cleaning,1
pmap,communication,0.5
pmap,data cleaning,0.5
pmax,data cleaning,0.625
pmax,evaluation,0.375
pmean,visualization,1
png,export,0.6551724137931034
png,visualization,0.2413793103448276
png,communication,0.10344827586206896
points,visualization,0.9647058823529412
points,communication,0.023529411764705882
points,export,0.011764705882352941
poisson,modeling,1
poisson.test,evaluation,0.5
poisson.test,modeling,0.5
Polygon,data cleaning,1
Polygons,data cleaning,1
position_dodge,visualization,1
position_jitterdodge,visualization,1
position_stack,visualization,1
possibly,modeling,0.6666666666666666
possibly,setup,0.3333333333333333
posterior_samples,evaluation,1
posterior.mode,evaluation,1
postscript,export,0.875
postscript,visualization,0.125
PPTA.analysis,modeling,1
PPTA.design,modeling,1
praw,visualization,0.6666666666666666
praw,evaluation,0.3333333333333333
prcomp,modeling,0.6428571428571429
prcomp,exploratory,0.21428571428571427
prcomp,data cleaning,0.14285714285714285
pred,evaluation,1
pred1,evaluation,0.5
pred1,modeling,0.5
predict,modeling,0.5901639344262295
predict,evaluation,0.36065573770491804
predict,data cleaning,0.03278688524590164
predict,export,0.01639344262295082
predict.glm,modeling,0.6
predict.glm,evaluation,0.4
prediction,modeling,1
predRE,modeling,1
prepareGS,data cleaning,0.5
prepareGS,import,0.5
prepVars,modeling,1
pretty,visualization,1
prho,visualization,0.5714285714285714
prho,evaluation,0.42857142857142855
prho2,communication,0.5
prho2,visualization,0.5
prhouni,visualization,0.6666666666666666
prhouni,evaluation,0.3333333333333333
prhounisim,evaluation,0.5
prhounisim,visualization,0.5
principal,modeling,0.5
principal,evaluation,0.25
principal,visualization,0.25
print,communication,0.3707865168539326
print,exploratory,0.29775280898876405
print,evaluation,0.09550561797752809
print,export,0.0898876404494382
print,setup,0.05056179775280899
print,visualization,0.03932584269662921
print,modeling,0.02247191011235955
print,data cleaning,0.016853932584269662
print,import,0.016853932584269662
print_plot_basic,visualization,1
problem.site,exploratory,1
pROC,evaluation,0.3333333333333333
pROC,modeling,0.3333333333333333
pROC,visualization,0.3333333333333333
proc.time,modeling,0.25
proc.time,setup,0.25
proc.time,data cleaning,0.125
proc.time,evaluation,0.125
proc.time,exploratory,0.125
proc.time,import,0.125
progress::progress_bar,data cleaning,1
proj4string,data cleaning,0.5714285714285714
proj4string,visualization,0.42857142857142855
projection,modeling,1
prop.table,setup,0.4
prop.table,data cleaning,0.2
prop.table,exploratory,0.2
prop.table,export,0.2
ptrack,visualization,0.6666666666666666
ptrack,evaluation,0.3333333333333333
ptukey,evaluation,0.5806451612903226
ptukey,modeling,0.3870967741935484
ptukey,setup,0.03225806451612903
pull,evaluation,0.5
pull,data cleaning,0.3333333333333333
pull,import,0.16666666666666666
puristOut,export,1
purrr,data cleaning,0.32142857142857145
purrr,export,0.21428571428571427
purrr,import,0.21428571428571427
purrr,communication,0.07142857142857142
purrr,evaluation,0.07142857142857142
purrr,visualization,0.07142857142857142
purrr,setup,0.03571428571428571
pvpick,data cleaning,1
pwr.t.test,modeling,1
pwra,visualization,0.6666666666666666
pwra,evaluation,0.3333333333333333
q,evaluation,1
q_fun,evaluation,1
qnorm,modeling,1
qplot,visualization,0.875
qplot,modeling,0.125
qqline,evaluation,0.75
qqline,visualization,0.25
qqnorm,evaluation,0.75
qqnorm,visualization,0.25
qqplot,visualization,1
qt,data cleaning,1
quantile,data cleaning,0.41304347826086957
quantile,evaluation,0.2391304347826087
quantile,modeling,0.15217391304347827
quantile,exploratory,0.13043478260869565
quantile,visualization,0.06521739130434782
quantile_table,evaluation,0.5
quantile_table,exploratory,0.5
quantileCut,data cleaning,1
quartz,communication,1
quasipoisson,modeling,1
quickpsy,modeling,1
quickreadfiles,import,0.8333333333333334
quickreadfiles,data cleaning,0.08333333333333333
quickreadfiles,setup,0.08333333333333333
qvalue,exploratory,0.4666666666666667
qvalue,modeling,0.3333333333333333
qvalue,evaluation,0.16666666666666666
qvalue,setup,0.03333333333333333
radfit,modeling,1
radFullToDegFull,data cleaning,0.6666666666666666
radFullToDegFull,modeling,0.3333333333333333
radioButtons,setup,1
radlattice,visualization,1
rainbow,visualization,1
randomForest,modeling,1
range,visualization,0.5
range,communication,0.3333333333333333
range,evaluation,0.08333333333333333
range,exploratory,0.08333333333333333
rank,exploratory,0.42857142857142855
rank,data cleaning,0.2857142857142857
rank,evaluation,0.14285714285714285
rank,modeling,0.14285714285714285
ranNorm,evaluation,0.5555555555555556
ranNorm,modeling,0.2222222222222222
ranNorm,visualization,0.2222222222222222
raster,data cleaning,0.5
raster,setup,0.5
rayleigh.test,data cleaning,0.4666666666666667
rayleigh.test,evaluation,0.26666666666666666
rayleigh.test,exploratory,0.13333333333333333
rayleigh.test,modeling,0.13333333333333333
rbeta,visualization,1
rbind,data cleaning,0.6027397260273972
rbind,modeling,0.14383561643835616
rbind,evaluation,0.10273972602739725
rbind,setup,0.0547945205479452
rbind,import,0.04794520547945205
rbind,visualization,0.0273972602739726
rbind,communication,0.00684931506849315
rbind,exploratory,0.00684931506849315
rbind,export,0.00684931506849315
rbind.data.frame,data cleaning,1
rbind.fill,data cleaning,0.8
rbind.fill,exploratory,0.2
rbindlist,modeling,0.75
rbindlist,evaluation,0.25
rbinom,data cleaning,0.2857142857142857
rbinom,evaluation,0.2857142857142857
rbinom,setup,0.2857142857142857
rbinom,import,0.14285714285714285
RC.brayplot,visualization,1
rchisq,data cleaning,0.5
rchisq,evaluation,0.5
read_and_interpolate,data cleaning,1
read_compare_var_res,import,0.6
read_compare_var_res,exploratory,0.2
read_compare_var_res,setup,0.2
read_csv,import,0.8461538461538461
read_csv,data cleaning,0.07692307692307693
read_csv,setup,0.05128205128205128
read_csv,exploratory,0.02564102564102564
read_delim,data cleaning,0.8
read_delim,import,0.2
read_dir,import,1
read_excel,import,1
read_fst,import,1
read_graph,import,0.7777777777777778
read_graph,visualization,0.2222222222222222
read_rds,import,1
read_sav,import,0.8888888888888888
read_sav,data cleaning,0.1111111111111111
read_table2,import,1
read_tsv,import,0.8
read_tsv,data cleaning,0.2
read_ufo,data cleaning,0.5
read_ufo,setup,0.5
read_xml,export,1
read.BPBD,import,0.5
read.BPBD,modeling,0.5
read.counts.and.data,import,0.6666666666666666
read.counts.and.data,setup,0.3333333333333333
read.csv,import,0.8518518518518519
read.csv,setup,0.05925925925925926
read.csv,data cleaning,0.04197530864197531
read.csv,modeling,0.019753086419753086
read.csv,export,0.012345679012345678
read.csv,visualization,0.009876543209876543
read.csv,exploratory,0.0049382716049382715
read.delim,import,0.6875
read.delim,setup,0.1875
read.delim,export,0.0625
read.delim,visualization,0.0625
read.design,import,0.6666666666666666
read.design,setup,0.3333333333333333
read.dir,import,1
read.DNase.data,import,1
read.dta,import,0.875
read.dta,exploratory,0.125
read.egt,import,1
read.exp,import,1
read.gtex.data,import,0.6666666666666666
read.gtex.data,exploratory,0.3333333333333333
read.table,import,0.9134860050890585
read.table,data cleaning,0.04071246819338423
read.table,setup,0.027989821882951654
read.table,export,0.007633587786259542
read.table,evaluation,0.005089058524173028
read.table,exploratory,0.002544529262086514
read.table,modeling,0.002544529262086514
read.xls,import,1
read.xlsx,import,1
readBigMet,import,1
ReadColumnViaPipe,import,0.75
ReadColumnViaPipe,data cleaning,0.25
readCufflinks,import,1
readFastq,import,1
readGDAL,setup,1
readHrResults,import,1
ReadInputs,import,1
readLines,import,1
readMappings,import,1
ReadMouseLog,setup,1
readNWISdv,import,1
readOGR,import,1
readPeakFile,import,1
readr,import,0.7619047619047619
readr,data cleaning,0.09523809523809523
readr,export,0.09523809523809523
readr,setup,0.047619047619047616
readRDS,import,0.8888888888888888
readRDS,data cleaning,0.04938271604938271
readRDS,exploratory,0.024691358024691357
readRDS,setup,0.024691358024691357
readRDS,communication,0.012345679012345678
recode,data cleaning,0.9166666666666666
recode,modeling,0.08333333333333333
recode_factor,data cleaning,1
rect,communication,1
rect.hclust,visualization,1
Reduce,data cleaning,0.625
Reduce,exploratory,0.125
Reduce,modeling,0.125
Reduce,setup,0.125
reducedDims,modeling,0.6666666666666666
reducedDims,exploratory,0.3333333333333333
regexMerge,data cleaning,0.6666666666666666
regexMerge,export,0.3333333333333333
registerDoMC,setup,0.9090909090909091
registerDoMC,evaluation,0.09090909090909091
registerDoParallel,setup,0.6666666666666666
registerDoParallel,modeling,0.3333333333333333
registerDoSEQ,setup,1
rel,visualization,0.9444444444444444
rel,data cleaning,0.05555555555555555
remef,modeling,1
remove,data cleaning,1
remove.sites,data cleaning,1
rename,data cleaning,0.5555555555555556
rename,import,0.2037037037037037
rename,evaluation,0.12962962962962962
rename,exploratory,0.037037037037037035
rename,modeling,0.037037037037037035
rename,visualization,0.037037037037037035
render,export,0.5
render,communication,0.2857142857142857
render,visualization,0.14285714285714285
render,data cleaning,0.07142857142857142
renderGraph,visualization,0.75
renderGraph,evaluation,0.25
reorder,visualization,0.6666666666666666
reorder,exploratory,0.2222222222222222
reorder,data cleaning,0.1111111111111111
rep,data cleaning,0.4311594202898551
rep,setup,0.18115942028985507
rep,visualization,0.14492753623188406
rep,evaluation,0.08333333333333333
rep,modeling,0.05434782608695652
rep,exploratory,0.03985507246376811
rep,import,0.03985507246376811
rep,export,0.014492753623188406
rep,communication,0.010869565217391304
replace,data cleaning,0.6
replace,exploratory,0.4
replaceElement,data cleaning,0.8333333333333334
replaceElement,import,0.16666666666666666
replicate,export,1
replotFeatures,visualization,1
Report,export,1
require,setup,0.7666666666666667
require,import,0.2
require,data cleaning,0.02666666666666667
require,export,0.006666666666666667
requireNamespace,import,1
rescale,visualization,1
reshape,data cleaning,0.8571428571428571
reshape,setup,0.14285714285714285
reshape2,data cleaning,0.8
reshape2,exploratory,0.2
resid,modeling,0.42857142857142855
resid,evaluation,0.2857142857142857
resid,export,0.14285714285714285
resid,visualization,0.14285714285714285
resid_panel,modeling,0.5
resid_panel,visualization,0.5
residuals,evaluation,0.875
residuals,modeling,0.125
return,data cleaning,0.29310344827586204
return,setup,0.22413793103448276
return,exploratory,0.1206896551724138
return,evaluation,0.10344827586206896
return,modeling,0.08620689655172414
return,visualization,0.08620689655172414
return,communication,0.034482758620689655
return,import,0.034482758620689655
return,export,0.017241379310344827
rev,visualization,1
revalue,data cleaning,0.6666666666666666
revalue,setup,0.3333333333333333
rexp,data cleaning,0.5
rexp,evaluation,0.5
rf_model,evaluation,1
rgb,visualization,1
rgcam,visualization,1
rho.circular,data cleaning,0.5333333333333333
rho.circular,evaluation,0.3333333333333333
rho.circular,exploratory,0.13333333333333333
RIG.theme,visualization,1
right_join,data cleaning,1
rm,setup,0.783625730994152
rm,data cleaning,0.1695906432748538
rm,evaluation,0.017543859649122806
rm,import,0.017543859649122806
rm,exploratory,0.005847953216374269
rm,modeling,0.005847953216374269
rm.null,import,1
rma,modeling,0.8
rma,evaluation,0.2
rma.mv,modeling,1
rmarkdown,export,0.47368421052631576
rmarkdown,communication,0.2631578947368421
rmarkdown,visualization,0.15789473684210525
rmarkdown,data cleaning,0.10526315789473684
Rmisc,evaluation,1
RMS,modeling,1
rmvnorm,modeling,1
RMySQL,import,1
rn,data cleaning,0.8125
rn,setup,0.125
rn,modeling,0.0625
rna_count_matrix,data cleaning,0.5
rna_count_matrix,exploratory,0.25
rna_count_matrix,modeling,0.25
rna_fpkm_matrix,modeling,1
rnaCoexist,modeling,1
rnaGencodeKallistoMatrix,import,0.5
rnaGencodeKallistoMatrix,modeling,0.5
rnaSeqTresh,data cleaning,0.6666666666666666
rnaSeqTresh,setup,0.3333333333333333
rnb.getOption,data cleaning,0.6666666666666666
rnb.getOption,setup,0.3333333333333333
rnb.initialize.reports,communication,0.5
rnb.initialize.reports,setup,0.5
rnb.options,data cleaning,0.2857142857142857
rnb.options,modeling,0.2857142857142857
rnb.options,setup,0.2857142857142857
rnb.options,import,0.14285714285714285
rnb.run.qc,modeling,1
rnb.sample.groups,data cleaning,1
rnb.sample.replicates,data cleaning,1
RnBeadSet,evaluation,0.5
RnBeadSet,import,0.5
rnorm,data cleaning,0.7777777777777778
rnorm,exploratory,0.1111111111111111
rnorm,import,0.1111111111111111
roc,modeling,1
roll_mean_matrix,modeling,1
rotateSelect,data cleaning,0.5
rotateSelect,evaluation,0.25
rotateSelect,export,0.25
round,data cleaning,0.5172413793103449
round,communication,0.13793103448275862
round,evaluation,0.08620689655172414
round,modeling,0.08620689655172414
round,setup,0.08620689655172414
round,exploratory,0.034482758620689655
round,visualization,0.034482758620689655
round,export,0.017241379310344827
row.names,data cleaning,0.875
row.names,exploratory,0.0625
row.names,setup,0.0625
rowMeans,data cleaning,0.8333333333333334
rowMeans,evaluation,0.16666666666666666
rownames,data cleaning,0.7116279069767442
rownames,visualization,0.08837209302325581
rownames,import,0.07441860465116279
rownames,setup,0.046511627906976744
rownames,evaluation,0.018604651162790697
rownames,exploratory,0.018604651162790697
rownames,export,0.018604651162790697
rownames,modeling,0.018604651162790697
rownames,communication,0.004651162790697674
rowSums,data cleaning,0.7272727272727273
rowSums,evaluation,0.13636363636363635
rowSums,exploratory,0.09090909090909091
rowSums,modeling,0.045454545454545456
rowVars,data cleaning,0.7142857142857143
rowVars,modeling,0.2857142857142857
rprojroot,setup,1
rq,modeling,1
rstan_options,setup,0.6666666666666666
rstan_options,communication,0.16666666666666666
rstan_options,import,0.16666666666666666
run_glm,data cleaning,1
run_hector_emissions,modeling,1
run.wilcox,data cleaning,0.6666666666666666
run.wilcox,modeling,0.3333333333333333
runAnalysisTrial,modeling,1
runDrugAnalysis,import,1
runif,exploratory,0.8
runif,setup,0.2
runMarkdown,communication,1
runPCA,data cleaning,1
runTest,modeling,0.5555555555555556
runTest,evaluation,0.2222222222222222
runTest,data cleaning,0.1111111111111111
runTest,visualization,0.1111111111111111
s,modeling,0.9444444444444444
s,exploratory,0.05555555555555555
samp.ia,exploratory,1
sample,data cleaning,0.4166666666666667
sample,exploratory,0.25
sample,import,0.08333333333333333
sample,modeling,0.08333333333333333
sample,setup,0.08333333333333333
sample,visualization,0.08333333333333333
sample_frac,data cleaning,0.75
sample_frac,evaluation,0.25
sample_n,evaluation,0.5
sample_n,modeling,0.5
sample_sizes,communication,1
sampleNames,data cleaning,1
SampleSites,export,1
sampling,modeling,1
sapply,data cleaning,0.45977011494252873
sapply,import,0.13793103448275862
sapply,modeling,0.12643678160919541
sapply,exploratory,0.11494252873563218
sapply,evaluation,0.05747126436781609
sapply,setup,0.05747126436781609
sapply,export,0.022988505747126436
sapply,communication,0.011494252873563218
sapply,visualization,0.011494252873563218
save,export,0.7543859649122807
save,setup,0.06140350877192982
save,data cleaning,0.05263157894736842
save,modeling,0.05263157894736842
save,import,0.02631578947368421
save,evaluation,0.017543859649122806
save,exploratory,0.017543859649122806
save,visualization,0.017543859649122806
save_plot,export,1
save.image,export,0.6666666666666666
save.image,setup,0.25
save.image,visualization,0.08333333333333333
saveRDS,export,0.9387755102040817
saveRDS,communication,0.02040816326530612
saveRDS,import,0.02040816326530612
saveRDS,modeling,0.02040816326530612
scale,data cleaning,0.5
scale,modeling,0.5
scale_color_brewer,visualization,1
scale_color_discrete,visualization,1
scale_color_gradient,visualization,1
scale_color_gradient2,visualization,1
scale_color_manual,visualization,0.8709677419354839
scale_color_manual,export,0.06451612903225806
scale_color_manual,modeling,0.03225806451612903
scale_color_manual,setup,0.03225806451612903
scale_color_viridis,visualization,1
scale_color_viridis_c,visualization,1
scale_colour_brewer,visualization,1
scale_colour_discrete,visualization,1
scale_colour_gradientn,visualization,1
scale_fill_brewer,visualization,1
