package,namespace_directive,func
plm,export,pooltest
plm,export,dynformula
plm,export,sargan
plm,export,mtest
plm,export,ercomp
plm,export,pvcovHC
plm,export,"pbsytest"
plm,export,pdwtest
plm,export,pbgtest
plm,export,pbltest
plm,export,pwartest
plm,export,pwtest
plm,export,pwfdtest
plm,export,pcdtest
plm,export,"plm.data"
plm,export,pdata.frame
plm,export,between
plm,export,Between
plm,export,Within
plm,export,lag
plm,export,lead
plm,export,pFormula
plm,export,pmodel.response
plm,export,"punbalancedness"
plm,export,purtest
plm,export,cipstest
plm,export,vcovBK
plm,export,vcovSCC
plm,export,r.squared
plm,export,has.intercept
plm,export,"index"
plm,export,fixef
plm,export,ranef
plm,export,vcovHC
plm,export,vcovDC
plm,export,vcovNW
plm,export,vcovG
plm,export,piest
plm,export,aneweytest
plm,export,pwaldtest
plm,export,"pldv"
plm,export,cortab
plm,export,pgrangertest
plm,export,"maxLik#re-exportmaxLik::maxLiksowecanplacepkg'maxLik'in'Imports'ratherthan'Depends'asitisonlyneededforpldv("
plm,s3_methods,model.frame.pFormula
plm,s3_methods,model.matrix.pFormula
plm,s3_methods,model.matrix.plm
plm,s3_methods,model.matrix.pcce
plm,s3_methods,as.Formula.pFormula
plm,s3_methods,pmodel.response.data.frame
plm,s3_methods,pmodel.response.pFormula
plm,s3_methods,pmodel.response.plm
plm,s3_methods,pmodel.response.formula
plm,s3_methods,pmodel.response.pcce
plm,s3_methods,has.intercept.Formula
plm,s3_methods,has.intercept.formula
plm,s3_methods,index.pindex
plm,s3_methods,index.pdata.frame
plm,s3_methods,index.panelmodel
plm,s3_methods,index.pseries
plm,s3_methods,print.pdata.frame
plm,s3_methods,'['.pdata.frame
plm,s3_methods,'$'.pdata.frame
plm,s3_methods,'[['.pdata.frame
plm,s3_methods,'$<-'.pdata.frame
plm,s3_methods,as.data.frame.pdata.frame
plm,s3_methods,as.list.pdata.frame
plm,s3_methods,pdim.data.frame
plm,s3_methods,pdim.pdata.frame
plm,s3_methods,pdim.panelmodel
plm,s3_methods,pdim.pseries
plm,s3_methods,pdim.pgmm
plm,s3_methods,pdim.default
plm,s3_methods,print.pdim
plm,s3_methods,nobs.panelmodel
plm,s3_methods,nobs.pgmm
plm,s3_methods,punbalancedness.data.frame
plm,s3_methods,punbalancedness.pdata.frame
plm,s3_methods,punbalancedness.panelmodel
plm,s3_methods,pvar.data.frame
plm,s3_methods,pvar.pdata.frame
plm,s3_methods,pvar.matrix
plm,s3_methods,print.pvar
plm,s3_methods,terms.panelmodel
plm,s3_methods,print.panelmodel
plm,s3_methods,residuals.panelmodel
plm,s3_methods,fitted.panelmodel
plm,s3_methods,deviance.panelmodel
plm,s3_methods,df.residual.panelmodel
plm,s3_methods,vcov.panelmodel
plm,s3_methods,update.panelmodel
plm,s3_methods,has.intercept.panelmodel
plm,s3_methods,predict.plm
plm,s3_methods,has.intercept.plm
plm,s3_methods,plot.plm
plm,s3_methods,fitted.plm
plm,s3_methods,residuals.plm
plm,s3_methods,summary.plm
plm,s3_methods,print.summary.plm
plm,s3_methods,summary.plm.list
plm,s3_methods,print.summary.plm.list
plm,s3_methods,coef.pgmm
plm,s3_methods,summary.pgmm
plm,s3_methods,print.summary.pgmm
plm,s3_methods,summary.pvcm
plm,s3_methods,print.summary.pvcm
plm,s3_methods,residuals.pggls
plm,s3_methods,summary.pggls
plm,s3_methods,print.summary.pggls
plm,s3_methods,residuals.pcce
plm,s3_methods,summary.pcce
plm,s3_methods,print.summary.pcce
plm,s3_methods,residuals.pmg
plm,s3_methods,summary.pmg
plm,s3_methods,print.summary.pmg
plm,s3_methods,summary.pht
plm,s3_methods,print.summary.pht
plm,s3_methods,print.piest
plm,s3_methods,summary.piest
plm,s3_methods,print.summary.piest
plm,s3_methods,fixef.plm
plm,s3_methods,fixef.pggls
plm,s3_methods,print.fixef
plm,s3_methods,summary.fixef
plm,s3_methods,print.summary.fixef
plm,s3_methods,ranef.plm
plm,s3_methods,print.dynformula
plm,s3_methods,formula.dynformula
plm,s3_methods,vcovHC.plm
plm,s3_methods,vcovHC.pgmm
plm,s3_methods,vcovHC.pcce
plm,s3_methods,vcovBK.plm
plm,s3_methods,vcovSCC.plm
plm,s3_methods,vcovSCC.pcce
plm,s3_methods,vcovNW.plm
plm,s3_methods,vcovNW.pcce
plm,s3_methods,vcovDC.plm
plm,s3_methods,vcovDC.pcce
plm,s3_methods,vcovG.plm
plm,s3_methods,vcovG.pcce
plm,s3_methods,lag.pseries
plm,s3_methods,lead.pseries
plm,s3_methods,diff.pseries
plm,s3_methods,between.pseries
plm,s3_methods,Between.pseries
plm,s3_methods,Within.pseries
plm,s3_methods,print.pseries
plm,s3_methods,summary.pseries
plm,s3_methods,as.matrix.pseries
plm,s3_methods,print.summary.pseries
plm,s3_methods,[.pseries
plm,s3_methods,ercomp.formula
plm,s3_methods,ercomp.plm
plm,s3_methods,print.ercomp
plm,s3_methods,pooltest.plm
plm,s3_methods,pooltest.formula
plm,s3_methods,plmtest.plm
plm,s3_methods,plmtest.formula
plm,s3_methods,phtest.panelmodel
plm,s3_methods,phtest.formula
plm,s3_methods,pFtest.plm
plm,s3_methods,pFtest.formula
plm,s3_methods,pbltest.formula
plm,s3_methods,pbltest.plm
plm,s3_methods,pbsytest.formula
plm,s3_methods,pbsytest.panelmodel
plm,s3_methods,pwtest.formula
plm,s3_methods,pwtest.panelmodel
plm,s3_methods,pwartest.formula
plm,s3_methods,pwartest.panelmodel
plm,s3_methods,pdwtest.formula
plm,s3_methods,pdwtest.panelmodel
plm,s3_methods,pbgtest.formula
plm,s3_methods,pbgtest.panelmodel
plm,s3_methods,pwfdtest.formula
plm,s3_methods,pwfdtest.panelmodel
plm,s3_methods,pcdtest.formula
plm,s3_methods,pcdtest.panelmodel
plm,s3_methods,pcdtest.pseries
plm,s3_methods,print.purtest
plm,s3_methods,summary.purtest
plm,s3_methods,print.summary.purtest
plm,s3_methods,pwaldtest.plm
plm,s3_methods,detect_lin_dep.matrix
plm,s3_methods,detect_lin_dep.data.frame
plm,s3_methods,detect_lin_dep.plm
plm,s3_methods,alias.plm
plm,s3_methods,alias.pFormula
plm,s3_methods,is.pconsecutive.data.frame
plm,s3_methods,is.pconsecutive.pdata.frame
plm,s3_methods,is.pconsecutive.panelmodel
plm,s3_methods,is.pconsecutive.pseries
plm,s3_methods,is.pconsecutive.default
plm,s3_methods,make.pconsecutive.data.frame
plm,s3_methods,make.pconsecutive.pdata.frame
plm,s3_methods,make.pconsecutive.pseries
plm,s3_methods,is.pbalanced.data.frame
plm,s3_methods,is.pbalanced.pdata.frame
plm,s3_methods,is.pbalanced.pseries
plm,s3_methods,is.pbalanced.panelmodel
plm,s3_methods,is.pbalanced.pgmm
plm,s3_methods,make.pbalanced.data.frame
plm,s3_methods,make.pbalanced.pdata.frame
plm,s3_methods,make.pbalanced.pseries
plm,s3_methods,within_intercept.plm
TSP,export_methods,NA
TSP,export_classes,NA
TSP,export,TSP
TSP,export,ATSP
TSP,export,ETSP
TSP,export,TOUR
TSP,export,reformulate_ATSP_as_TSP
TSP,export,n_of_cities
TSP,export,insert_dummy
TSP,export,cut_tour
TSP,export,tour_length
TSP,export,solve_TSP
TSP,export,linkern_help
TSP,export,concorde_help
TSP,export,concorde_path
TSP,export,read_TSPLIB
TSP,export,write_TSPLIB
TSP,export,##as.matrix
TSP,export,as.TSP
TSP,export,as.ATSP
TSP,export,as.ETSP
TSP,export,as.TOUR
TSP,s3_methods,print.TSP
TSP,s3_methods,n_of_cities.TSP
TSP,s3_methods,labels.TSP
TSP,s3_methods,image.TSP
TSP,s3_methods,print.ATSP
TSP,s3_methods,n_of_cities.ATSP
TSP,s3_methods,labels.ATSP
TSP,s3_methods,image.ATSP
TSP,s3_methods,print.ETSP
TSP,s3_methods,n_of_cities.ETSP
TSP,s3_methods,labels.ETSP
TSP,s3_methods,image.ETSP
TSP,s3_methods,plot.ETSP
TSP,s3_methods,tour_length.TOUR
TSP,s3_methods,tour_length.TSP
TSP,s3_methods,tour_length.ATSP
TSP,s3_methods,tour_length.ETSP
TSP,s3_methods,insert_dummy.TSP
TSP,s3_methods,insert_dummy.ATSP
TSP,s3_methods,insert_dummy.ETSP
TSP,s3_methods,write_TSPLIB.TSP
TSP,s3_methods,write_TSPLIB.ATSP
TSP,s3_methods,write_TSPLIB.ETSP
TSP,s3_methods,solve_TSP.TSP
TSP,s3_methods,solve_TSP.ATSP
TSP,s3_methods,solve_TSP.ETSP
TSP,s3_methods,as.TSP.dist
TSP,s3_methods,as.TSP.matrix
TSP,s3_methods,as.dist.TSP
TSP,s3_methods,as.ATSP.dist
TSP,s3_methods,as.ATSP.matrix
TSP,s3_methods,as.matrix.ATSP
TSP,s3_methods,as.ETSP.data.frame
TSP,s3_methods,as.ETSP.matrix
TSP,s3_methods,as.matrix.ETSP
TSP,s3_methods,as.TSP.ETSP
TSP,s3_methods,print.TOUR
TSP,s3_methods,cut_tour.TOUR
TSP,s3_methods,as.TOUR.integer
emmeans,export_methods,NA
emmeans,export_classes,emmGrid
emmeans,export,.all.vars
emmeans,export,.aovlist.dffun
emmeans,export,.diag
emmeans,export,.emm_vignette
emmeans,export,.get.offset
emmeans,export,.my.vcov
emmeans,export,.std.link.labels
emmeans,export,add_grouping
emmeans,export,as.emmGrid
emmeans,export,as.glht
emmeans,export,as.mcmc.emmGrid
emmeans,export,as.mcmc.list.emmGrid
emmeans,export,cld
emmeans,export,contrast
emmeans,export,emm
emmeans,export,emm_basis
emmeans,export,emm_defaults
emmeans,export,emm_options
emmeans,export,emmeans
emmeans,export,emmip
emmeans,export,emmobj
emmeans,export,emtrends
emmeans,export,get.lsm.option
emmeans,export,get_emm_option
emmeans,export,glht.emmGrid
emmeans,export,glht.emmlf
emmeans,export,hpd.summary
emmeans,export,joint_tests
emmeans,export,lsm
emmeans,export,lsm.basis
emmeans,export,lsm.options
emmeans,export,lsmeans
emmeans,export,lsmip
emmeans,export,lsmobj
emmeans,export,lstrends
emmeans,export,make.tran
emmeans,export,modelparm.emmwrap
emmeans,export,pmm
emmeans,export,pmmeans
emmeans,export,pmmip
emmeans,export,pmmobj
emmeans,export,pmtrends
emmeans,export,recover.data
emmeans,export,recover_data
emmeans,export,ref.grid
emmeans,export,ref_grid
emmeans,export,regrid
emmeans,export,test
emmeans,s3_methods,+.emmGrid
emmeans,s3_methods,[.emmGrid
emmeans,s3_methods,[.summary_emm
emmeans,s3_methods,as.data.frame.emmGrid
emmeans,s3_methods,as.glht.default
emmeans,s3_methods,as.glht.emmGrid
emmeans,s3_methods,as.glht.emm_list
emmeans,s3_methods,as.list.emmGrid
emmeans,s3_methods,cld.emmGrid
emmeans,s3_methods,cld.emm_list
emmeans,s3_methods,coef.emmGrid
emmeans,s3_methods,coef.emm_list
emmeans,s3_methods,coef.glht_list
emmeans,s3_methods,confint.emmGrid
emmeans,s3_methods,confint.emm_list
emmeans,s3_methods,confint.glht_list
emmeans,s3_methods,contrast.emmGrid
emmeans,s3_methods,contrast.emm_list
emmeans,s3_methods,emm_basis.aovlist
emmeans,s3_methods,emm_basis.lm
emmeans,s3_methods,emm_basis.lme
emmeans,s3_methods,emm_basis.merMod
emmeans,s3_methods,emm_basis.mlm
emmeans,s3_methods,emmip.default
emmeans,s3_methods,pairs.emmGrid
emmeans,s3_methods,pairs.emm_list
emmeans,s3_methods,plot.emmGrid
emmeans,s3_methods,plot.emm_list
emmeans,s3_methods,plot.glht_list
emmeans,s3_methods,plot.summary_emm
emmeans,s3_methods,predict.emmGrid
emmeans,s3_methods,print.emmGrid
emmeans,s3_methods,print.emm_list
emmeans,s3_methods,print.summary_emm
emmeans,s3_methods,print.xtable_emm
emmeans,s3_methods,rbind.emmGrid
emmeans,s3_methods,recover.data.call
emmeans,s3_methods,recover_data.aovlist
emmeans,s3_methods,recover_data.call
emmeans,s3_methods,recover_data.lm
emmeans,s3_methods,recover_data.lme
emmeans,s3_methods,recover_data.merMod
emmeans,s3_methods,str.emmGrid
emmeans,s3_methods,str.emm_list
emmeans,s3_methods,summary.emmGrid
emmeans,s3_methods,summary.emm_list
emmeans,s3_methods,summary.glht_list
emmeans,s3_methods,test.emmGrid
emmeans,s3_methods,test.emm_list
emmeans,s3_methods,update.emmGrid
emmeans,s3_methods,vcov.emmGrid
emmeans,s3_methods,vcov.glht_list
emmeans,s3_methods,xtable.emmGrid
emmeans,s3_methods,xtable.summary_emm
gss,export_methods,NA
gss,export_classes,NA
gss,export,cdsscden
gss,export,cpsscden
gss,export,cqsscden
gss,export,cdssden
gss,export,cpssden
gss,export,cqssden
gss,export,dsscden
gss,export,dssden
gss,export,gauss.quad
gss,export,gssanova
gss,export,gssanova0
gss,export,gssanova1
gss,export,hzdcurve.sshzd
gss,export,hzdrate.sshzd
gss,export,nlm0
gss,export,para.arma
gss,export,predict1
gss,export,project
gss,export,psscden
gss,export,pssden
gss,export,qsscden
gss,export,qssden
gss,export,smolyak.quad
gss,export,smolyak.size
gss,export,ssanova
gss,export,ssanova0
gss,export,ssanova9
gss,export,sscden
gss,export,sscden1
gss,export,sscox
gss,export,ssden
gss,export,ssden1
gss,export,sshzd
gss,export,sshzd1
gss,export,ssllrm
gss,export,survexp.sshzd
gss,export,mkterm
gss,export,mkphi.cubic
gss,export,mkphi.tp
gss,export,mkran
gss,export,mkran1
gss,export,mkrk.cubic
gss,export,mkrk.tp
gss,export,sspdsty
gss,export,mspdsty
gss,export,msphzd
gss,export,msphzd1
gss,export,ngreg.proj
gss,s3_methods,fitted.gssanova
gss,s3_methods,fitted.ssanova
gss,s3_methods,predict.ssanova
gss,s3_methods,predict.ssanova0
gss,s3_methods,predict.sscox
gss,s3_methods,predict.ssllrm
gss,s3_methods,predict1.ssanova
gss,s3_methods,print.gssanova
gss,s3_methods,print.ssanova
gss,s3_methods,print.ssanova0
gss,s3_methods,print.sscden
gss,s3_methods,print.sscox
gss,s3_methods,print.ssden
gss,s3_methods,print.sshzd
gss,s3_methods,print.ssllrm
gss,s3_methods,print.summary.gssanova
gss,s3_methods,print.summary.gssanova0
gss,s3_methods,print.summary.ssanova
gss,s3_methods,project.gssanova
gss,s3_methods,project.ssanova
gss,s3_methods,project.ssanova9
gss,s3_methods,project.sscden
gss,s3_methods,project.sscden1
gss,s3_methods,project.sscox
gss,s3_methods,project.ssden
gss,s3_methods,project.ssden1
gss,s3_methods,project.sshzd
gss,s3_methods,project.sshzd1
gss,s3_methods,project.ssllrm
gss,s3_methods,summary.gssanova
gss,s3_methods,summary.gssanova0
gss,s3_methods,summary.ssanova
gss,s3_methods,summary.ssanova0
gss,s3_methods,summary.ssanova9
gss,s3_methods,residuals.gssanova
gss,s3_methods,residuals.ssanova
moments,export_methods,NA
moments,export_classes,NA
moments,export,agostino.test
moments,export,anscombe.test
moments,export,all.cumulants
moments,export,all.moments
moments,export,bonett.test
moments,export,central2raw
moments,export,geary
moments,export,jarque.test
moments,export,kurtosis
moments,export,moment
moments,export,raw2central
moments,export,skewness
moments,s3_methods,NA
downloader,export_methods,NA
downloader,export_classes,NA
downloader,export,download
downloader,export,sha_url
downloader,export,source_url
downloader,s3_methods,NA
gam,export_methods,NA
gam,export_classes,NA
gam,export,general.wam
gam,export,anova.Gamlist
gam,export,as.anova
gam,export,as.data.frame.lo.smooth
gam,export,assign.list
gam,export,gam
gam,export,gam.control
gam,export,gam.exact
gam,export,gam.fit
gam,export,Gamlist
gam,export,gam.lo
gam,export,gam.match
gam,export,gam.nlchisq
gam,export,gam.random
gam,export,gam.s
gam,export,gam.scope
gam,export,gam.smooth.list
gam,export,gam.smoothers
gam,export,gam.sp
gam,export,gplot
gam,export,gplot.default
gam,export,gplot.factor
gam,export,gplot.list
gam,export,gplot.matrix
gam,export,gplot.numeric
gam,export,lo
gam,export,lo.wam
gam,export,na.gam.replace
gam,export,newdata.predict.Gam
gam,export,plot.Gam
gam,export,polylo
gam,export,predict.Gam
gam,export,random
gam,export,s
gam,export,s.wam
gam,export,ylim.scale
gam,export,step.Gam
gam,export,summary.Gam
gam,s3_methods,[.smooth
gam,s3_methods,labels.Gam
gam,s3_methods,plot.Gam
gam,s3_methods,summary.Gam
gam,s3_methods,print.summary.Gam
gam,s3_methods,print.Gamex
gam,s3_methods,print.Gam
gam,s3_methods,print.stepanova
gam,s3_methods,predict.Gam
gam,s3_methods,plot.preplot.Gam
gam,s3_methods,plot.Gam
gam,s3_methods,preplot.Gam
gam,s3_methods,anova.Gam
gam,s3_methods,anova.Gamlist
gam,s3_methods,as.data.frame.lo.smooth
gam,s3_methods,gplot.default
gam,s3_methods,gplot.factor
gam,s3_methods,gplot.list
gam,s3_methods,gplot.matrix
gam,s3_methods,gplot.numeric
shape,export_methods,NA
shape,export_classes,NA
shape,export,A4
shape,export,Arrowhead
shape,export,Arrows
shape,export,colorlegend
shape,export,cylindersegment
shape,export,drapecol
shape,export,emptyplot
shape,export,femmecol
shape,export,"filledcircle"
shape,export,filledcylinder
shape,export,filledellipse
shape,export,filledmultigonal
shape,export,filledrectangle
shape,export,filledshape
shape,export,"getellipse"
shape,export,graycol
shape,export,greycol
shape,export,intpalette
shape,export,plotcircle
shape,export,plotellipse
shape,export,rotatexy
shape,export,roundrect
shape,export,"shadepalette"
shape,export,writelabel
shape,export,textflag
shape,s3_methods,NA
gclus,export_methods,NA
gclus,export_classes,NA
gclus,export,NA
gclus,s3_methods,NA
ggridges,export_methods,NA
ggridges,export_classes,NA
ggridges,export,GeomDensityLine
ggridges,export,GeomDensityRidges
ggridges,export,GeomDensityRidges2
ggridges,export,GeomDensityRidgesGradient
ggridges,export,GeomRidgeline
ggridges,export,GeomRidgelineGradient
ggridges,export,GeomVRidgeline
ggridges,export,PositionPointsJitter
ggridges,export,PositionPointsSina
ggridges,export,PositionRaincloud
ggridges,export,ScaleCyclical
ggridges,export,StatBinline
ggridges,export,StatDensityRidges
ggridges,export,cyclical_scale
ggridges,export,geom_density_line
ggridges,export,geom_density_ridges
ggridges,export,geom_density_ridges2
ggridges,export,geom_density_ridges_gradient
ggridges,export,geom_ridgeline
ggridges,export,geom_ridgeline_gradient
ggridges,export,geom_vridgeline
ggridges,export,position_points_jitter
ggridges,export,position_points_sina
ggridges,export,position_raincloud
ggridges,export,scale_alpha_cyclical
ggridges,export,scale_color_cyclical
ggridges,export,scale_colour_cyclical
ggridges,export,scale_discrete_manual
ggridges,export,scale_fill_cyclical
ggridges,export,scale_linetype_cyclical
ggridges,export,scale_point_color_continuous
ggridges,export,scale_point_color_discrete
ggridges,export,scale_point_color_gradient
ggridges,export,scale_point_color_hue
ggridges,export,scale_point_fill_continuous
ggridges,export,scale_point_fill_discrete
ggridges,export,scale_point_fill_gradient
ggridges,export,scale_point_fill_hue
ggridges,export,scale_point_shape
ggridges,export,scale_point_shape_discrete
ggridges,export,scale_point_size_continuous
ggridges,export,scale_size_cyclical
ggridges,export,scale_vline_color_continuous
ggridges,export,scale_vline_color_discrete
ggridges,export,scale_vline_color_gradient
ggridges,export,scale_vline_color_hue
ggridges,export,scale_vline_linetype
ggridges,export,scale_vline_linetype_discrete
ggridges,export,scale_vline_size_continuous
ggridges,export,stat_binline
ggridges,export,stat_density_ridges
ggridges,export,theme_ridges
ggridges,s3_methods,NA
rstan,export_methods,#print
rstan,export_methods,plot
rstan,export_methods,#extract
rstan,export_methods,optimizing
rstan,export_methods,vb
rstan,export_methods,get_cppcode
rstan,export_methods,get_cxxflags
rstan,export_methods,#forstanmodelshow
rstan,export_methods,sampling
rstan,export_methods,summary
rstan,export_methods,extract
rstan,export_methods,traceplot
rstan,export_methods,plot
rstan,export_methods,get_stancode
rstan,export_methods,get_inits
rstan,export_methods,get_seed
rstan,export_methods,get_cppo_mode
rstan,export_methods,log_prob
rstan,export_methods,grad_log_prob
rstan,export_methods,unconstrain_pars
rstan,export_methods,constrain_pars
rstan,export_methods,get_num_upars
rstan,export_methods,get_seeds
rstan,export_methods,get_adaptation_info
rstan,export_methods,get_sampler_params
rstan,export_methods,get_logposterior
rstan,export_methods,get_posterior_mean
rstan,export_methods,get_elapsed_time
rstan,export_methods,get_stanmodel
rstan,export_classes,stanmodel
rstan,export_classes,stanfit
rstan,export,stan_model
rstan,export,stanc
rstan,export,stanc_builder
rstan,export,stan_version
rstan,export,stan
rstan,export,stan_rdump
rstan,export,read_rdump
rstan,export,makeconf_path
rstan,export,sflist2stanfit
rstan,export,read_stan_csv
rstan,export,monitor
rstan,export,lookup
rstan,export,expose_stan_functions
rstan,export,stan_demo
rstan,export,rstan_options
rstan,export,As.mcmc.list
rstan,export,set_cppo
rstan,export,stan_plot
rstan,export,stan_trace
rstan,export,stan_hist
rstan,export,stan_dens
rstan,export,stan_scat
rstan,export,stan_ac
rstan,export,stan_diag
rstan,export,stan_par
rstan,export,stan_rhat
rstan,export,stan_ess
rstan,export,stan_mcse
rstan,export,rstan_gg_options
rstan,export,rstan_ggtheme_options
rstan,export,quietgg
rstan,export,extract_sparse_parts
rstan,export,rstan.package.skeleton
rstan,export,cpp_object_initializer
rstan,export,#get_rstan.optionscheck_hmc_diagnostics
rstan,export,check_divergences
rstan,export,check_treedepth
rstan,export,check_energy
rstan,s3_methods,print.stanfit
rstan,s3_methods,as.array.stanfit
rstan,s3_methods,as.matrix.stanfit
rstan,s3_methods,as.data.frame.stanfit
rstan,s3_methods,is.array.stanfit
rstan,s3_methods,dim.stanfit
rstan,s3_methods,dimnames.stanfit
rstan,s3_methods,names.stanfit
rstan,s3_methods,`names<-`.stanfit
rstan,s3_methods,pairs.stanfit
stabledist,export_methods,NA
stabledist,export_classes,NA
stabledist,export,dstable
stabledist,export,pstable
stabledist,export,qstable
stabledist,export,rstable
stabledist,export,stableMode
stabledist,s3_methods,NA
tidytext,export_methods,NA
tidytext,export_classes,NA
tidytext,export,augment
tidytext,export,bind_tf_idf
tidytext,export,bind_tf_idf_
tidytext,export,cast_dfm
tidytext,export,cast_dfm_
tidytext,export,cast_dtm
tidytext,export,cast_dtm_
tidytext,export,cast_sparse
tidytext,export,cast_sparse_
tidytext,export,cast_tdm
tidytext,export,cast_tdm_
tidytext,export,get_sentiments
tidytext,export,get_stopwords
tidytext,export,glance
tidytext,export,tidy
tidytext,export,unnest_tokens
tidytext,export,unnest_tokens_
tidytext,s3_methods,augment.LDA
tidytext,s3_methods,augment.STM
tidytext,s3_methods,augment.jobjRef
tidytext,s3_methods,bind_tf_idf.data.frame
tidytext,s3_methods,bind_tf_idf.default
tidytext,s3_methods,bind_tf_idf_.data.frame
tidytext,s3_methods,glance.LDA
tidytext,s3_methods,glance.STM
tidytext,s3_methods,glance.corpus
tidytext,s3_methods,tidy.Corpus
tidytext,s3_methods,tidy.DocumentTermMatrix
tidytext,s3_methods,tidy.LDA
tidytext,s3_methods,tidy.STM
tidytext,s3_methods,tidy.TermDocumentMatrix
tidytext,s3_methods,tidy.corpus
tidytext,s3_methods,tidy.dfm
tidytext,s3_methods,tidy.dfmSparse
tidytext,s3_methods,tidy.dictionary2
tidytext,s3_methods,tidy.jobjRef
tidytext,s3_methods,tidy.simple_triplet_matrix
tidytext,s3_methods,unnest_tokens.data.frame
tidytext,s3_methods,unnest_tokens.default
tidytext,s3_methods,unnest_tokens_.data.frame
VGAM,export_methods,TIC
VGAM,export_methods,endf
VGAM,export_methods,has.intercept
VGAM,export_methods,term.names
VGAM,export_methods,responseName
VGAM,export_methods,confint
VGAM,export_methods,is.buggy
VGAM,export_methods,coefficients
VGAM,export_methods,coef
VGAM,export_methods,QR.Q
VGAM,export_methods,QR.R
VGAM,export_methods,familyname
VGAM,export_methods,BIC
VGAM,export_methods,is.parallel
VGAM,export_methods,is.zero
VGAM,export_methods,nobs
VGAM,export_methods,AIC
VGAM,export_methods,AICc
VGAM,export_methods,coef
VGAM,export_methods,summary
VGAM,export_methods,plot
VGAM,export_methods,logLik
VGAM,export_methods,vcov
VGAM,export_methods,npred
VGAM,export_methods,hatvalues
VGAM,export_methods,dfbeta
VGAM,export_methods,hatplot
VGAM,export_methods,Coef
VGAM,export_methods,coefficients
VGAM,export_methods,constraints
VGAM,export_methods,effects
VGAM,export_methods,predict
VGAM,export_methods,fitted
VGAM,export_methods,fitted.values
VGAM,export_methods,resid
VGAM,export_methods,residuals
VGAM,export_methods,show
VGAM,export_methods,terms
VGAM,export_methods,model.frame
VGAM,export_methods,model.matrix
VGAM,export_methods,summary
VGAM,export_methods,coef
VGAM,export_methods,AIC
VGAM,export_methods,AICc
VGAM,export_methods,plot
VGAM,export_methods,logLik
VGAM,export_methods,vcov
VGAM,export_methods,deviance
VGAM,export_methods,calibrate
VGAM,export_methods,cdf
VGAM,export_methods,df.residual
VGAM,export_methods,lv
VGAM,export_methods,latvar
VGAM,export_methods,Max
VGAM,export_methods,Opt
VGAM,export_methods,Tol
VGAM,export_methods,biplot
VGAM,export_methods,deplot
VGAM,export_methods,lvplot
VGAM,export_methods,qtplot
VGAM,export_methods,rlplot
VGAM,export_methods,meplot
VGAM,export_methods,trplot
VGAM,export_methods,vplot
VGAM,export_methods,formula
VGAM,export_methods,case.names
VGAM,export_methods,variable.names
VGAM,export_methods,weights
VGAM,export_methods,persp
VGAM,export_methods,AIC
VGAM,export_methods,AICc
VGAM,export_methods,coef
VGAM,export_methods,summary
VGAM,export_methods,plot
VGAM,export_methods,logLik
VGAM,export_methods,vcov
VGAM,export_classes,vglmff
VGAM,export_classes,vlm
VGAM,export_classes,vglm
VGAM,export_classes,vgam
VGAM,export_classes,rrvglm
VGAM,export_classes,qrrvglm
VGAM,export_classes,grc
VGAM,export_classes,rcim
VGAM,export_classes,vlmsmall
VGAM,export_classes,rrvgam
VGAM,export_classes,summary.vgam
VGAM,export_classes,summary.vglm
VGAM,export_classes,summary.vlm
VGAM,export_classes,summary.qrrvglm
VGAM,export_classes,summary.rrvgam
VGAM,export_classes,summary.rrvglm
VGAM,export_classes,Coef.rrvglm
VGAM,export_classes,Coef.qrrvglm
VGAM,export_classes,Coef.rrvgam
VGAM,export_classes,vcov.qrrvglm
VGAM,export_classes,vsmooth.spline.fit
VGAM,export_classes,vsmooth.spline
VGAM,export_classes,SurvS4
VGAM,export,wald.stat
VGAM,export,wald.stat.vlm
VGAM,export,score.stat
VGAM,export,score.stat.vlm
VGAM,export,lrt.stat
VGAM,export,lrt.stat.vlm
VGAM,export,mills.ratio
VGAM,export,mills.ratio2
VGAM,export,which.etas
VGAM,export,which.xij
VGAM,export,TIC
VGAM,export,TICvlm
VGAM,export,retain.col
VGAM,export,d3theta.deta3
VGAM,export,ghn100
VGAM,export,ghw100
VGAM,export,hdeff
VGAM,export,hdeff.vglm
VGAM,export,calibrate.rrvglm.control
VGAM,export,calibrate.rrvglm
VGAM,export,sm.os
VGAM,export,label.cols.y
VGAM,export,prob.munb.size.VGAM
VGAM,export,negbinomial.initialize.yj
VGAM,export,mroot2
VGAM,export,psint
VGAM,export,psintpvgam
VGAM,export,startstoppvgam
VGAM,export,summarypvgam
VGAM,export,show.summary.pvgam
VGAM,export,df.residual_pvgam
VGAM,export,endfpvgam
VGAM,export,vcov.pvgam
VGAM,export,show.pvgam
VGAM,export,model.matrixpvgam
VGAM,export,doazeta
VGAM,export,poazeta
VGAM,export,qoazeta
VGAM,export,roazeta
VGAM,export,oazeta
VGAM,export,doapospois
VGAM,export,poapospois
VGAM,export,qoapospois
VGAM,export,roapospois
VGAM,export,oapospoisson
VGAM,export,doalog
VGAM,export,poalog
VGAM,export,qoalog
VGAM,export,roalog
VGAM,export,oalog
VGAM,export,ddiffzeta
VGAM,export,pdiffzeta
VGAM,export,qdiffzeta
VGAM,export,rdiffzeta
VGAM,export,diffzeta
VGAM,export,dotzeta
VGAM,export,potzeta
VGAM,export,qotzeta
